,flrID,instruments,beginTime,peakTime,endTime,classType,sourceLocation,activeRegionNum,note,linkedEvents,submissionTime,link
0,2014-01-01T18:40:00-FLR-001,[{'displayName': 'GOES15: SEM/XRS 1.0-8.0'}],2014-01-01T18:40Z,2014-01-01T18:52Z,2014-01-01T19:03Z,M9.9,S16W36,11936.0,,,2014-01-07T17:34Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/4315/-1
1,2014-01-02T02:24:00-FLR-001,[{'displayName': 'GOES15: SEM/XRS 1.0-8.0'}],2014-01-02T02:24Z,2014-01-02T02:33Z,2014-01-02T02:56Z,M1.7,S05E89,11944.0,,,2014-01-08T17:44Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/4368/-1
2,2014-01-02T22:12:00-FLR-001,[{'displayName': 'GOES15: SEM/XRS 1.0-8.0'}],2014-01-02T22:12Z,2014-01-02T22:18Z,2014-01-02T22:22Z,M1.2,S05E65,11944.0,,,2014-01-08T18:52Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/4370/-1
3,2014-01-03T12:41:00-FLR-001,[{'displayName': 'GOES15: SEM/XRS 1.0-8.0'}],2014-01-03T12:41Z,2014-01-03T12:50Z,2014-01-03T12:54Z,M1.0,S04E52,11944.0,,,2014-01-08T18:53Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/4371/-1
4,2014-01-03T21:00:00-FLR-001,[{'displayName': 'GOES15: SEM/XRS 1.0-8.0'}],2014-01-03T21:00Z,2014-01-03T21:14Z,2014-01-03T21:40Z,M1.1,S04E52,11944.0,,,2014-01-04T05:10Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/4323/-1
5,2014-01-04T10:16:00-FLR-001,[{'displayName': 'GOES15: SEM/XRS 1.0-8.0'}],2014-01-04T10:16Z,2014-01-04T10:25Z,2014-01-04T10:41Z,M1.3,S09E41,11944.0,,,2014-01-08T18:55Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/4373/-1
6,2014-01-04T18:47:00-FLR-001,[{'displayName': 'GOES15: SEM/XRS 1.0-8.0'}],2014-01-04T18:47Z,2014-01-04T19:46Z,2014-01-04T20:23Z,M4.0,S11E33,11943.0,,[{'activityID': '2014-01-04T21:25:00-CME-001'}],2015-05-11T19:33Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/4374/-1
7,2014-01-04T22:12:00-FLR-001,[{'displayName': 'GOES15: SEM/XRS 1.0-8.0'}],2014-01-04T22:12Z,2014-01-04T22:52Z,2014-01-04T23:22Z,M1.9,S14W89,11936.0,,[{'activityID': '2014-01-05T00:54:00-CME-001'}],2014-01-08T18:59Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/4375/-1
8,2014-01-07T03:49:00-FLR-001,[{'displayName': 'GOES15: SEM/XRS 1.0-8.0'}],2014-01-07T03:49Z,2014-01-07T03:53Z,2014-01-07T03:56Z,M1.0,N07E08,11946.0,,,2014-01-07T17:31Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/4350/-1
9,2014-01-07T10:07:00-FLR-001,[{'displayName': 'GOES15: SEM/XRS 1.0-8.0'}],2014-01-07T10:07Z,2014-01-07T10:13Z,2014-01-07T10:37Z,M7.2,S13E13,11944.0,,,2014-01-07T13:00Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/4344/-1
