,flrID,instruments,beginTime,peakTime,endTime,classType,sourceLocation,activeRegionNum,note,linkedEvents,submissionTime,link
0,2015-06-09T03:40:00-FLR-001,[{'displayName': 'GOES15: SEM/XRS 1.0-8.0'}],2015-06-09T03:40Z,2015-06-09T03:53Z,2015-06-09T04:09Z,C5.8,N13W18,12360.0,"Compact flare followed by some loop motion in AR 2360, but no apparent signs of CME.",,2015-06-09T12:37Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/8626/-1
1,2015-06-09T19:55:00-FLR-001,[{'displayName': 'GOES15: SEM/XRS 1.0-8.0'}],2015-06-09T19:55Z,2015-06-09T20:06Z,2015-06-09T20:20Z,C2.8,S07E22,12364.0,,[{'activityID': '2015-06-09T20:00:00-CME-001'}],2015-06-10T04:40Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/8628/-1
2,2015-06-11T08:50:00-FLR-001,[{'displayName': 'GOES15: SEM/XRS 1.0-8.0'}],2015-06-11T08:50Z,2015-06-11T08:55Z,2015-06-11T09:00Z,M1.0,S19E83,,,,2015-06-11T11:04Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/8641/-1
3,2015-06-13T07:20:00-FLR-001,[{'displayName': 'GOES15: SEM/XRS 1.0-8.0'}],2015-06-13T07:20Z,2015-06-13T07:29Z,2015-06-13T07:47Z,M1.3,N14W76,12360.0,,,2015-06-14T03:58Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/8652/-1
4,2015-06-14T00:52:00-FLR-001,[{'displayName': 'GOES15: SEM/XRS 1.0-8.0'}],2015-06-14T00:52Z,2015-06-14T00:59Z,2015-06-14T01:09Z,M2.0,N14W81,12360.0,,,2015-06-14T04:01Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/8653/-1
5,2015-06-18T00:34:00-FLR-001,[{'displayName': 'GOES15: SEM/XRS 1.0-8.0'}],2015-06-18T00:34Z,2015-06-18T01:27Z,2015-06-18T01:55Z,M1.2,S13W90,12365.0,Source location might be on or right behind the W limb judging by brightening in GOES-15 SXI and SDO.,"[{'activityID': '2015-06-18T09:25:00-SEP-001'}, {'activityID': '2015-06-18T15:30:00-SEP-001'}]",2015-06-24T22:10Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/8692/-1
6,2015-06-18T16:33:00-FLR-001,[{'displayName': 'GOES15: SEM/XRS 1.0-8.0'}],2015-06-18T16:33Z,2015-06-18T17:36Z,2015-06-18T18:25Z,M3.0,N15E45,12371.0,There is definitely a possible eruption after the flare due to a big darkening area NE of AR 2371.,[{'activityID': '2015-06-18T17:24:00-CME-001'}],2015-06-24T20:56Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/8709/-1
7,2015-06-20T06:28:00-FLR-001,[{'displayName': 'GOES15: SEM/XRS 1.0-8.0'}],2015-06-20T06:28Z,2016-06-20T06:48Z,2015-06-20T07:09Z,M1.0,N13E28,12371.0,,,2015-06-20T17:14Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/8730/-1
8,2015-06-21T01:02:00-FLR-001,[{'displayName': 'GOES15: SEM/XRS 1.0-8.0'}],2015-06-21T01:02Z,2015-06-21T01:42Z,2015-06-21T02:00Z,M2.0,N13E12,12371.0,"This AR has produced several flares already and is a Beta-Gamma-Delta AR.
We register another flare, 2015-06-21T02:06:00-FLR-001, as a separate flare, however these two flares can be considered as one long duration event with two peaks.","[{'activityID': '2015-06-21T02:48:00-CME-001'}, {'activityID': '2015-06-21T20:35:00-SEP-001'}]",2016-07-22T17:33Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/8734/-1
9,2015-06-21T02:06:00-FLR-001,[{'displayName': 'GOES15: SEM/XRS 1.0-8.0'}],2015-06-21T02:06Z,2015-06-21T02:36Z,2015-06-21T03:02Z,M2.6,N13E12,12371.0,"The same AR previously produced an M2.0 flare, 2015-06-21T01:02:00-FLR-001, which we register as a separate flare, however these two flares can be considered as one long duration event with two peaks.","[{'activityID': '2015-06-21T02:48:00-CME-001'}, {'activityID': '2015-06-21T20:35:00-SEP-001'}]",2016-07-22T17:36Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/8735/-1
