,flrID,instruments,beginTime,peakTime,endTime,classType,sourceLocation,activeRegionNum,note,linkedEvents,submissionTime,link
0,2014-09-03T13:20:00-FLR-001,[{'displayName': 'GOES15: SEM/XRS 1.0-8.0'}],2014-09-03T13:20Z,2014-09-03T13:53Z,2014-09-03T13:54Z,M2.5,S15E87,12159.0,,[{'activityID': '2014-09-03T14:12:00-CME-001'}],2014-09-10T21:19Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/6558/-1
1,2014-09-06T16:50:00-FLR-001,[{'displayName': 'GOES15: SEM/XRS 1.0-8.0'}],2014-09-06T16:50Z,2014-09-06T17:09Z,2014-09-06T17:22Z,M1.1,S15E52,12157.0,,,2014-09-10T21:17Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/6614/-1
2,2014-09-08T23:12:00-FLR-001,[{'displayName': 'GOES15: SEM/XRS 1.0-8.0'}],2014-09-08T23:12Z,2014-09-09T00:28Z,2014-09-09T01:30Z,M4.6,N14E31,12158.0,Dimming and opening field lines visible in SDO AIA 193.  CME follows!,[{'activityID': '2014-09-09T00:16:00-CME-001'}],2014-09-09T02:15Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/6595/-1
3,2014-09-10T17:21:00-FLR-001,[{'displayName': 'GOES15: SEM/XRS 1.0-8.0'}],2014-09-10T17:21Z,2014-09-10T17:45Z,2014-09-10T18:20Z,X1.6,N15E05,12158.0,This is the same active region that was responsible for the 2014-09-01 SEP event at STEREOs and the M4.5 flare on 2014-09-09.,"[{'activityID': '2014-09-10T18:18:00-CME-001'}, {'activityID': '2014-09-11T02:40:00-SEP-001'}, {'activityID': '2014-09-11T04:25:00-SEP-001'}]",2014-09-10T18:33Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/6606/-1
4,2014-09-11T15:20:00-FLR-001,[{'displayName': 'GOES15: SEM/XRS 1.0-8.0'}],2014-09-11T15:20Z,2014-09-11T15:25Z,2014-09-11T15:31Z,M2.1,N15E88,,,,2014-09-11T16:54Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/6628/-1
5,2014-09-11T21:24:00-FLR-001,[{'displayName': 'GOES15: SEM/XRS 1.0-8.0'}],2014-09-11T21:24Z,2014-09-11T21:26Z,2014-09-11T21:30Z,M1.4,N14E88,,,,2014-09-12T13:17Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/6635/-1
6,2014-09-14T02:03:00-FLR-001,[{'displayName': 'GOES15: SEM/XRS 1.0-8.0'}],2014-09-14T02:03Z,2014-09-14T02:16Z,2014-09-14T02:36Z,M1.5,S14W49,12157.0,,[{'activityID': '2014-09-14T03:12:00-CME-001'}],2014-09-14T04:03Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/6661/-1
7,2014-09-18T08:37:00-FLR-001,[{'displayName': 'GOES15: SEM/XRS 1.0-8.0'}],2014-09-18T08:37Z,2014-09-18T08:41Z,2014-09-18T08:53Z,M1.2,N04E69,12169.0,A dropout of iSWA GOES data right during this flare.,,2014-09-24T16:14Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/6715/-1
8,2014-09-23T23:02:00-FLR-001,[{'displayName': 'GOES15: SEM/XRS 1.0-8.0'}],2014-09-23T23:02Z,2014-09-23T23:15Z,2014-09-23T23:28Z,M2.3,S30W35,12172.0,Can be clearly seen in SDO AIA 193 in the South West region.,[{'activityID': '2014-09-24T00:24:00-CME-001'}],2014-09-24T16:14Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/6757/-1
9,2014-09-27T08:32:00-FLR-001,[{'displayName': 'GOES15: SEM/XRS 1.0-8.0'}],2014-09-27T08:32Z,2014-09-27T08:37Z,2014-09-27T08:40Z,M1.0,N2E90,12178.0,Flare took place off the eastern limb and is not associated with an active region at this time.,,2014-10-01T17:48Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/6802/-1
10,2014-09-28T02:39:00-FLR-001,[{'displayName': 'GOES15: SEM/XRS 1.0-8.0'}],2014-09-28T02:39Z,2014-09-28T02:58Z,2014-09-28T03:19Z,M5.1,S11W17,12173.0,The flare is from AR 2172 or 2173. Could be between the two. Pending further analysis. Leila: it is 2173,[{'activityID': '2014-09-28T03:36:00-CME-001'}],2014-10-01T20:04Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/6806/-1
11,2014-09-28T16:34:00-FLR-001,[{'displayName': 'GOES15: SEM/XRS 1.0-8.0'}],2014-09-28T16:34Z,2014-09-28T17:33Z,2014-09-28T18:00Z,M1.0,S17W40,12173.0,,,2014-10-01T17:52Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/6843/-1
