,flrID,instruments,beginTime,peakTime,endTime,classType,sourceLocation,activeRegionNum,note,linkedEvents,submissionTime,link
0,2021-12-04T04:43:00-FLR-001,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2021-12-04T04:43Z,2021-12-04T05:15Z,2021-12-04T05:34Z,C4.2,S25W94,12898.0,,[{'activityID': '2021-12-04T05:24:00-CME-001'}],2021-12-04T13:24Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/18420/-1
1,2021-12-04T15:04:00-FLR-001,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2021-12-04T15:04Z,2021-12-04T15:34Z,2021-12-04T15:48Z,C1.8,S25W100,12898.0,,[{'activityID': '2021-12-04T16:12:00-CME-001'}],2021-12-04T17:45Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/18433/-1
2,2021-12-04T23:21:00-FLR-001,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2021-12-04T23:21Z,2021-12-04T23:59Z,2021-12-05T00:14Z,C7.1,S26W103,12898.0,Visible over the western limb in SDO AIA 131; longitude estimated from motion of AR 12898.,[{'activityID': '2021-12-05T01:25:00-CME-001'}],2021-12-05T13:05Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/18438/-1
3,2021-12-05T06:58:00-FLR-001,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2021-12-05T06:58Z,2021-12-05T07:19Z,2021-12-05T07:36Z,M1.4,S26W105,12898.0,Visible over the western limb in SDO AIA 131; longitude estimated from motion of AR 12898.,[{'activityID': '2021-12-05T07:36:00-CME-001'}],2021-12-05T12:54Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/18437/-1
4,2021-12-15T01:36:00-FLR-001,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2021-12-15T01:36Z,2021-12-15T01:46Z,2021-12-15T01:55Z,C2.1,S21E49,12907.0,The signature of this flare is observed from AR 12907 (S21E49) in SDO AIA 131 around the peak time at 2021-12-15T01:46Z.,[{'activityID': '2021-12-15T05:00:00-CME-001'}],2021-12-15T20:10Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/18536/-1
5,2021-12-16T03:44:00-FLR-001,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2021-12-16T03:44Z,0021-12-16T03:54Z,2021-12-16T04:04Z,C1.3,S21E78,12909.0,,[{'activityID': '2021-12-16T04:24:00-CME-001'}],2021-12-17T13:18Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/18563/-1
6,2021-12-17T00:51:00-FLR-001,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2021-12-17T00:51Z,2021-12-17T00:39Z,2021-12-17T00:56Z,M1.2,N19E70,12911.0,Short duration flare.,,2021-12-17T12:19Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/18562/-1
7,2021-12-18T17:27:00-FLR-001,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2021-12-18T17:27Z,2021-12-18T18:01Z,2021-12-18T18:36Z,C6.3,S19E89,,,[{'activityID': '2021-12-18T18:12:00-CME-001'}],2021-12-19T14:12Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/18574/-1
8,2021-12-20T03:08:00-FLR-001,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2021-12-20T03:08Z,2021-12-20T03:21Z,2021-12-20T03:27Z,C4.4,S19E11,12909.0,Short duration flare.,[{'activityID': '2021-12-20T05:48:00-CME-001'}],2021-12-20T17:05Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/18586/-1
9,2021-12-20T11:12:00-FLR-001,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2021-12-20T11:12Z,2021-12-20T11:36Z,2021-12-20T11:55Z,M1.8,S20W01,12908.0,,[{'activityID': '2021-12-20T12:36:00-CME-001'}],2021-12-20T12:44Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/18583/-1
