,flrID,instruments,beginTime,peakTime,endTime,classType,sourceLocation,activeRegionNum,note,linkedEvents,submissionTime,link
0,2024-03-07T22:02:00-FLR-001,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-03-07T22:02Z,2024-03-07T22:33Z,2024-03-07T23:24Z,C3.5,N17W90,,Brightening is seen in SDO AIA 131 on or just beyond the NW limb at about N17. This brightening simultaneously occurs with opening field lines and ejecta which are also observed just beyond the NW limb at abut N17 in SDO AIA 131 starting at 2024-03-07T22:09Z.,[{'activityID': '2024-03-07T22:36:00-CME-001'}],2024-03-08T19:01Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/29506/-1
1,2024-03-08T21:18:00-FLR-001,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-03-08T21:18Z,2024-03-08T21:26Z,2024-03-08T21:31Z,M1.3,S13W14,13599.0,,,2024-03-08T21:43Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/29517/-1
2,2024-03-10T12:00:00-FLR-001,[{'displayName': 'GOES-S: EXIS 1.0-8.0'}],2024-03-10T12:00Z,2024-03-10T12:13Z,2024-03-10T12:20Z,M7.4,S13W35,13599.0,,[{'activityID': '2024-03-10T12:48:00-CME-001'}],2024-03-10T13:01Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/29523/-1
3,2024-03-12T10:06:00-FLR-001,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-03-12T10:06Z,2024-03-12T10:18Z,2024-03-12T10:26Z,C3.3,S19E90,,,[{'activityID': '2024-03-12T10:55:00-CME-001'}],2024-03-12T16:50Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/29562/-1
4,2024-03-14T05:52:00-FLR-001,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-03-14T05:52Z,2024-03-14T06:04Z,2024-03-14T06:11Z,M1.0,S13W85,13599.0,,,2024-03-14T12:17Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/29578/-1
5,2024-03-15T02:00:00-FLR-001,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-03-15T02:00Z,2024-03-15T03:57Z,2024-03-15T04:35Z,C4.9,S13W90,13599.0,"Flare associated with high rising post-eruptive arcades, likely from an eruption in Active Region 3599 behind the limb (at longitude ~96 degrees)",[{'activityID': '2024-03-15T02:10:00-CME-001'}],2024-03-20T12:03Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/29667/-1
6,2024-03-15T05:32:00-FLR-001,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-03-15T05:32Z,2024-03-15T06:10Z,2024-03-15T06:59Z,C6.0,S13W97,13599.0,Associated with post-eruptive arcades and other eruptive activity from the SW limb.,[{'activityID': '2024-03-15T06:13:00-CME-001'}],2024-03-15T13:30Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/29595/-1
7,2024-03-16T16:22:00-FLR-001,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-03-16T16:22Z,2024-03-16T16:35Z,2024-03-16T16:44Z,M3.5,S17E90,13615.0,Flare occurs beyond the SE limb. This Active Region was number on 2023-03-18.,,2024-03-20T13:40Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/29620/-1
8,2024-03-16T21:27:00-FLR-001,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-03-16T21:27Z,2024-03-16T21:55Z,2024-03-16T22:11Z,M1.1,S16E90,13615.0,Flare occurs beyond the SE limb. This Active Region was number on 2023-03-18.,,2024-03-20T18:39Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/29677/-1
9,2024-03-18T03:21:00-FLR-001,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-03-18T03:21Z,2024-03-18T03:32Z,2024-03-18T03:45Z,M2.7,N21W85,13612.0,,[{'activityID': '2024-03-18T04:24:00-CME-001'}],2024-03-18T11:38Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/29645/-1
