,flrID,instruments,beginTime,peakTime,endTime,classType,sourceLocation,activeRegionNum,note,linkedEvents,submissionTime,link
0,2022-03-02T09:12:00-FLR-001,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2022-03-02T09:12Z,2022-03-02T09:42Z,2022-03-02T10:08Z,C3.0,S16E31,12957,,[{'activityID': '2022-03-02T12:24:00-CME-001'}],2022-03-03T04:11Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/19326/-1
1,2022-03-02T17:31:00-FLR-001,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2022-03-02T17:31Z,2022-03-02T17:39Z,2022-03-02T17:47Z,M2.0,N16E27,12958,,[{'activityID': '2022-03-02T18:24:00-CME-001'}],2022-03-02T18:13Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/19314/-1
2,2022-03-04T19:28:00-FLR-001,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2022-03-04T19:28Z,2022-03-04T19:36Z,2022-03-04T19:41Z,B7.5,S21E56,12960,,[{'activityID': '2022-03-04T20:36:00-CME-001'}],2022-03-09T17:23Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/19364/-1
3,2022-03-10T18:17:00-FLR-001,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2022-03-10T18:17Z,2022-03-10T20:32Z,2022-03-10T20:53Z,C2.8,N20W15,12962,A long duration x-ray event characterized not by a typical solar flare signature but by a large area of bright post-eruptive arcades best seen in SDO AIA 131 starting around 2022-03-10T19:00Z.,[{'activityID': '2022-03-10T19:23:00-CME-001'}],2022-03-15T15:17Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/19413/-1
4,2022-03-11T22:13:00-FLR-001,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2022-03-11T22:13Z,2022-03-11T22:32Z,2022-03-11T22:38Z,M2.2,S28W66,12964,Strong flare from AR 12964 seen in SDO AIA 131.  Minor follow-up eruption seen in the SDO AIA 193/171 images.,[{'activityID': '2022-03-11T23:12:00-CME-001'}],2022-03-12T15:21Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/19417/-1
5,2022-03-14T08:35:00-FLR-001,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2022-03-14T08:35Z,2022-03-14T08:40Z,2022-03-14T08:45Z,M2.0,N23E03,12965,Strong flare from AR 12965 seen in SDO AIA 131.,,2022-03-14T12:17Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/19439/-1
6,2022-03-14T17:13:00-FLR-001,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2022-03-14T17:13Z,2022-03-14T17:32Z,2022-03-14T17:43Z,B8.5,S26W102,12964,"The source signature for this flare can be faintly seen towards the SW limb of the Earth-facing disk as seen in SDO AIA 131 starting around 2022-03-14T17:21Z. Based on visual inspection, the source is likely Active Region 12964, one of many active regions that rotated off of the Earth-facing disk starting around 2022-03-12.",[{'activityID': '2022-03-14T17:36:00-CME-001'}],2022-03-15T13:51Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/19452/-1
7,2022-03-15T12:33:00-FLR-001,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2022-03-15T12:33Z,2022-03-15T12:39Z,2022-03-15T12:44Z,M1.4,N24W09,12965,The source signature of this flare can be clearly seen near N24W09 (AR12965) in SDO AIA 131 starting around 2022-03-15T12:36Z.,,2022-03-15T13:09Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/19450/-1
8,2022-03-15T22:39:00-FLR-001,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2022-03-15T22:39Z,2022-03-15T22:45Z,2022-03-15T22:52Z,M1.5,N24W15,12965,,,2022-03-16T00:43Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/19458/-1
9,2022-03-20T07:30:00-FLR-001,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2022-03-20T07:30Z,2022-03-20T07:45Z,2022-03-20T07:53Z,C4.6,N17E11,12971,Associated with Type-II radio burst.,[{'activityID': '2022-03-20T11:24:00-CME-001'}],2022-03-20T13:46Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/19492/-1
10,2022-03-25T05:02:00-FLR-001,[{'displayName': 'GOES-S: EXIS 1.0-8.0'}],2022-03-25T05:02Z,2022-03-25T05:26Z,2022-03-25T05:50Z,M1.4,S19E36,12974,The data for this flare is from the GOES Secondary and was estimated with GOES 17 data due to an eclipse with the GOES Primary (GOES 16) data during the event time.,[{'activityID': '2022-03-25T06:12:00-CME-001'}],2022-03-25T15:17Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/19528/-1
11,2022-03-28T10:58:00-FLR-001,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2022-03-28T10:58Z,2022-03-28T11:29Z,2022-03-28T11:45Z,M4.0,N12W01,12975,,"[{'activityID': '2022-03-28T12:09:00-CME-001'}, {'activityID': '2022-03-28T12:25:00-SEP-001'}, {'activityID': '2022-03-28T12:45:00-SEP-001'}, {'activityID': '2022-03-28T13:25:00-SEP-001'}, {'activityID': '2022-03-28T13:44:00-SEP-001'}]",2022-03-28T12:02Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/19549/-1
12,2022-03-28T17:32:00-FLR-001,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2022-03-28T17:32Z,2022-03-28T17:41Z,2022-03-28T17:47Z,M1.0,N12W05,12975,,,2022-03-28T18:31Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/19569/-1
13,2022-03-28T19:08:00-FLR-001,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2022-03-28T19:08Z,2022-03-28T19:23Z,2022-03-28T19:40Z,M1.0,N12W06,12975,The source signature of this flare is clearly visible towards the center of the Earth-facing disk near N12W06 starting around 2022-03-28T18:54Z as seen in SDO AIA 131.,[{'activityID': '2022-03-28T20:23:00-CME-001'}],2022-03-29T13:43Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/19571/-1
14,2022-03-28T20:49:00-FLR-001,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2022-03-28T20:49Z,2022-03-28T20:59Z,2022-03-28T21:09Z,M1.1,N12W07,12975,The source signature of this flare is observed near N12W07 as seen in SDO AIA 131 starting around 2022-03-29T20:51Z.,,2022-03-29T16:54Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/19581/-1
15,2022-03-29T00:57:00-FLR-001,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2022-03-29T00:57Z,2022-03-29T01:11Z,2022-03-29T01:26Z,M2.2,N13W12,12975,The source signature of this flare is observed near N13W12 as seen in SDO AIA 131 starting around 2022-03-29T01:04Z.,,2022-03-29T16:48Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/19580/-1
16,2022-03-29T01:48:00-FLR-001,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2022-03-29T01:48Z,2022-03-29T01:58Z,2022-03-29T02:03Z,M1.1,N13W13,12975,"The source signature of this flare is observed near N13W13 from AR 2975 as seen in SDO AIA 131 around 2022-03-29T01:59Z. Another brightening is visible near S19W17 in SDO AIA 131 around the same time, which may correspond to a simultaneous flare from AR 2974 exhibiting a lower intensity.",,2022-03-29T19:50Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/19579/-1
17,2022-03-29T09:17:00-FLR-001,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2022-03-29T09:17Z,2022-03-29T09:38Z,2022-03-29T09:55Z,M1.0,N13W17,12975,The source signature of this flare is observed near N13W17 as seen in SDO AIA 131 starting around 2022-03-29T09:21Z.,,2022-03-29T16:26Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/19578/-1
18,2022-03-29T21:43:00-FLR-001,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2022-03-29T21:43Z,2022-03-29T21:52Z,2022-03-29T21:57Z,M1.6,N15W24,12975,,,2022-03-30T11:13Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/19584/-1
19,2022-03-30T17:21:00-FLR-001,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2022-03-30T17:21Z,2022-03-30T17:37Z,2022-03-30T17:46Z,X1.3,N13W34,12975,,"[{'activityID': '2022-03-30T18:23:00-CME-001'}, {'activityID': '2022-03-30T18:24:00-SEP-001'}, {'activityID': '2022-03-31T04:33:00-SEP-001'}, {'activityID': '2022-03-31T06:20:00-SEP-001'}]",2022-03-30T17:51Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/19591/-1
20,2022-03-31T18:23:00-FLR-001,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2022-03-31T18:23Z,2022-03-31T18:35Z,2022-03-31T18:45Z,M9.6,N13W48,12975,,[{'activityID': '2022-03-31T19:09:00-CME-001'}],2022-03-31T23:54Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/19616/-1
