,flrID,instruments,beginTime,peakTime,endTime,classType,sourceLocation,activeRegionNum,note,linkedEvents,submissionTime,link
0,2014-08-01T14:46:00-FLR-001,[{'displayName': 'GOES15: SEM/XRS 1.0-8.0'}],2014-08-01T14:46Z,2014-08-01T14:48Z,2014-08-01T14:57Z,M2.0,S10E35,12130,,,2014-08-15T18:51Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/6305/-1
1,2014-08-01T18:00:00-FLR-001,[{'displayName': 'GOES15: SEM/XRS 1.0-8.0'}],2014-08-01T18:00Z,2014-08-01T18:12Z,2014-08-01T18:48Z,M1.5,S09E13,12127,,[{'activityID': '2014-08-01T18:54:00-CME-001'}],2014-08-15T18:52Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/6306/-1
2,2014-08-21T13:19:00-FLR-001,[{'displayName': 'GOES15: SEM/XRS 1.0-8.0'}],2014-08-21T13:19Z,2014-08-21T13:31Z,2014-08-21T13:31Z,M3.4,N11E90,12149,"source is located at the limb, flare might be partially obscured, flare also observed by EUVI B in AR close to W limb",[{'activityID': '2014-08-21T14:36:00-CME-001'}],2015-07-16T19:36Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/6439/-1
3,2014-08-22T06:18:00-FLR-001,[{'displayName': 'GOES15: SEM/XRS 1.0-8.0'}],2014-08-22T06:18Z,2014-08-22T06:28Z,2014-08-22T06:24Z,M1.2,N09E76,12149,,,2014-08-22T12:12Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/6446/-1
4,2014-08-24T12:00:00-FLR-001,[{'displayName': 'GOES15: SEM/XRS 1.0-8.0'}],2014-08-24T12:00Z,2014-08-24T12:17Z,2014-08-24T12:25Z,M5.9,S07E64,12151,,,2014-09-10T17:47Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/6464/-1
5,2014-08-25T14:46:00-FLR-001,[{'displayName': 'GOES15: SEM/XRS 1.0-8.0'}],2014-08-25T14:46Z,2014-08-25T15:10Z,2014-08-25T15:11Z,M2.0,N06W39,12146,Flare had an associated eruption starting around 14:15Z.,[{'activityID': '2014-08-25T15:36:00-CME-001'}],2014-08-25T17:29Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/6471/-1
6,2014-08-25T20:06:00-FLR-001,[{'displayName': 'GOES15: SEM/XRS 1.0-8.0'}],2014-08-25T20:06Z,2014-08-25T20:21Z,2014-08-25T20:29Z,M3.9,N07W43,12146,same source as M2.0 flare earlier today with peak at 15:10:00 (2014-08-25T14:46:00-FLR-001),[{'activityID': '2014-08-25T21:24:00-CME-001'}],2014-08-26T01:21Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/6475/-1
