,flrID,instruments,beginTime,peakTime,endTime,classType,sourceLocation,activeRegionNum,note,linkedEvents,submissionTime,link
0,2017-09-02T15:23:00-FLR-001,[{'displayName': 'GOES15: SEM/XRS 1.0-8.0'}],2017-09-02T15:23Z,2017-09-02T15:41Z,2017-09-02T17:27Z,C7.7,N05W90,,,[{'activityID': '2017-09-02T16:00:00-CME-001'}],2017-09-02T18:56Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/12965/-1
1,2017-09-04T05:36:00-FLR-001,[{'displayName': 'GOES15: SEM/XRS 1.0-8.0'}],2017-09-04T05:36Z,2017-09-04T05:49Z,2017-09-04T06:05Z,M1.2,S10W05,12673.0,,,2017-09-04T16:34Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/12974/-1
2,2017-09-04T15:11:00-FLR-001,[{'displayName': 'GOES15: SEM/XRS 1.0-8.0'}],2017-09-04T15:11Z,2017-09-04T15:30Z,2017-09-04T15:33Z,M1.5,S10W08,12673.0,,[{'activityID': '2017-09-04T19:39:00-CME-001'}],2017-09-06T19:43Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/12975/-1
3,2017-09-04T18:05:00-FLR-001,[{'displayName': 'GOES15: SEM/XRS 1.0-8.0'}],2017-09-04T18:05Z,2017-09-04T18:22Z,2019-09-04T18:31Z,M1.0,S10W12,12673.0,,[{'activityID': '2017-09-04T19:39:00-CME-001'}],2017-09-04T21:15Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/12976/-1
4,2017-09-04T18:46:00-FLR-001,[{'displayName': 'GOES15: SEM/XRS 1.0-8.0'}],2017-09-04T18:46Z,2017-09-04T19:37Z,2017-09-04T19:52Z,M1.7,S10W13,12673.0,,,2017-09-04T21:28Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/12977/-1
5,2017-09-04T19:59:00-FLR-001,[{'displayName': 'GOES15: SEM/XRS 1.0-8.0'}],2017-09-04T19:59Z,2017-09-04T20:02Z,2017-09-04T20:06Z,M1.5,S10W14,12673.0,,,2017-09-04T21:18Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/12981/-1
6,2017-09-04T20:15:00-FLR-001,[{'displayName': 'GOES15: SEM/XRS 1.0-8.0'}],2017-09-04T20:15Z,2017-09-04T20:33Z,2017-09-04T20:37Z,M5.5,S10W14,12673.0,,"[{'activityID': '2017-09-04T20:36:00-CME-001'}, {'activityID': '2017-09-04T22:56:00-SEP-001'}, {'activityID': '2017-09-04T23:52:00-SEP-001'}, {'activityID': '2017-09-05T00:30:00-SEP-001'}, {'activityID': '2017-09-06T23:45:00-SEP-001'}]",2017-09-04T21:33Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/12979/-1
7,2017-09-04T22:10:00-FLR-001,[{'displayName': 'GOES15: SEM/XRS 1.0-8.0'}],2017-09-04T22:10Z,2017-09-04T22:14Z,2017-09-04T22:19Z,M2.1,S09W12,12673.0,,,2017-09-06T19:42Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/13021/-1
8,2017-09-05T01:04:00-FLR-001,[{'displayName': 'GOES15: SEM/XRS 1.0-8.0'}],2017-09-05T01:04Z,2017-09-05T01:08Z,2017-09-05T01:11Z,M4.2,S08W20,12673.0,This was a compact flare with no apparent CME signatures,,2017-09-05T19:44Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/12992/-1
9,2017-09-05T03:42:00-FLR-001,[{'displayName': 'GOES15: SEM/XRS 1.0-8.0'}],2017-09-05T03:42Z,2017-09-05T03:51Z,2017-09-05T04:04Z,M1.0,S09W20,12673.0,"Observed before the M3.2 at 2017-09-05T04:26Z.   This was a more gradual flare and had some slow loop expansion, but no clear CME signatures.",,2017-09-05T19:46Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/12999/-1
