,flrID,instruments,beginTime,peakTime,endTime,classType,sourceLocation,activeRegionNum,note,linkedEvents,submissionTime,link
0,2014-02-01T01:19:00-FLR-001,[{'displayName': 'GOES15: SEM/XRS 1.0-8.0'}],2014-02-01T01:19Z,2014-02-01T01:25Z,2014-02-01T01:38Z,M1.0,S10E26,11967.0,,,2014-02-02T04:36Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/4557/-1
1,2014-02-01T07:14:00-FLR-001,[{'displayName': 'GOES15: SEM/XRS 1.0-8.0'}],2014-02-01T07:14Z,2014-02-01T07:23Z,2014-02-01T07:45Z,M3.0,S10E22,11967.0,,,2014-02-02T04:39Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/4558/-1
2,2014-02-02T06:24:00-FLR-001,[{'displayName': 'GOES15: SEM/XRS 1.0-8.0'}],2014-02-02T06:24Z,2014-02-02T06:34Z,2014-02-02T06:37Z,M2.6,N12E18,11968.0,,,2014-02-02T13:57Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/4559/-1
3,2014-02-02T07:17:00-FLR-001,[{'displayName': 'GOES15: SEM/XRS 1.0-8.0'}],2014-02-02T07:17Z,2014-02-02T08:20Z,2014-02-02T08:29Z,M2.2,S11E13,11967.0,,,2014-02-02T14:00Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/4560/-1
4,2014-02-02T09:24:00-FLR-001,[{'displayName': 'GOES15: SEM/XRS 1.0-8.0'}],2014-02-02T09:24Z,2014-02-02T09:31Z,2014-02-02T09:36Z,M4.4,S10E14,11967.0,,,2014-02-02T14:01Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/4561/-1
5,2014-02-02T14:01:00-FLR-001,[{'displayName': 'GOES15: SEM/XRS 1.0-8.0'}],2014-02-02T14:01Z,2014-02-02T14:06Z,2014-02-02T14:09Z,M1.3,N12E14,11968.0,,,2014-02-02T16:20Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/4566/-1
6,2014-02-02T16:24:00-FLR-001,[{'displayName': 'GOES15: SEM/XRS 1.0-8.0'}],2014-02-02T16:24Z,2014-02-02T16:36Z,2014-02-02T16:29Z,M1.0,N09E06,11968.0,,,2014-02-03T02:45Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/4572/-1
7,2014-02-02T18:05:00-FLR-001,[{'displayName': 'GOES15: SEM/XRS 1.0-8.0'}],2014-02-02T18:05Z,2014-02-02T18:18Z,2014-02-02T18:11Z,M3.1,S10E08,11967.0,,,2014-02-03T02:52Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/4573/-1
8,2014-02-02T21:24:00-FLR-001,[{'displayName': 'GOES15: SEM/XRS 1.0-8.0'}],2014-02-02T21:24Z,2014-02-02T22:14Z,2014-02-02T22:04Z,M1.3,S10E01,11967.0,,,2014-02-03T02:53Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/4574/-1
9,2014-02-04T01:16:00-FLR-001,[{'displayName': 'GOES15: SEM/XRS 1.0-8.0'}],2014-02-04T01:16Z,2014-02-04T01:23Z,2014-02-04T01:31Z,M3.8,S09W13,11967.0,,,2014-02-04T04:23Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/4584/-1
10,2014-02-04T02:40:00-FLR-001,[{'displayName': 'GOES15: SEM/XRS 1.0-8.0'}],2014-02-04T02:40Z,2014-02-04T03:06Z,2014-02-04T03:48Z,M1.2,S15W03,11967.0,,,2014-02-04T04:25Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/4586/-1
