,flrID,instruments,beginTime,peakTime,endTime,classType,sourceLocation,activeRegionNum,note,linkedEvents,submissionTime,link
0,2021-08-04T03:13:00-FLR-001,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2021-08-04T03:13Z,2021-08-04T03:29Z,2021-08-04T03:39Z,B5.9,S32W44,12850.0,,[{'activityID': '2021-08-04T04:53:00-CME-001'}],2021-08-04T13:14Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/17446/-1
1,2021-08-17T10:26:00-FLR-001,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2021-08-17T10:26Z,2021-08-17T11:01Z,,A9.1,S31E85,,,[{'activityID': '2021-08-17T11:12:00-CME-001'}],2021-08-17T18:33Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/17525/-1
2,2021-08-24T12:03:00-FLR-001,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2021-08-24T12:03Z,2021-08-24T12:16Z,,B8.8,N19E39,12859.0,,[{'activityID': '2021-08-24T13:25:00-CME-001'}],2021-08-26T15:36Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/17580/-1
3,2021-08-26T17:48:00-FLR-001,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2021-08-26T17:48Z,2021-08-26T18:18Z,,C3.0,N20E14,12839.0,,[{'activityID': '2021-08-26T18:53:00-CME-001'}],2021-08-27T19:48Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/17595/-1
4,2021-08-26T23:15:00-FLR-001,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2021-08-26T23:15Z,2021-08-26T23:22Z,,C3.9,S30E20,12860.0,,[{'activityID': '2021-08-27T00:24:00-CME-001'}],2021-08-28T14:02Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/17608/-1
5,2021-08-28T05:39:00-FLR-001,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2021-08-28T05:39Z,2021-08-28T06:11Z,2021-08-28T06:23Z,M4.7,S28E00,12860.0,,[{'activityID': '2021-08-28T07:00:00-CME-001'}],2021-08-28T13:45Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/17607/-1
