,flrID,instruments,beginTime,peakTime,endTime,classType,sourceLocation,activeRegionNum,note,linkedEvents,submissionTime,link
0,2024-02-01T06:36:00-FLR-001,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-02-01T06:36Z,2024-02-01T07:43Z,2024-02-01T08:48Z,C3.0,N20E05,,"Associated with a region of enhanced flux, but no numbered active region.",[{'activityID': '2024-02-01T08:00:00-CME-001'}],2024-02-01T14:07Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/28928/-1
1,2024-02-02T02:52:00-FLR-001,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-02-02T02:52Z,2024-02-02T03:01Z,2024-02-02T03:05Z,M1.1,S18E60,13571.0,,[{'activityID': '2024-02-02T04:17:00-CME-001'}],2024-02-02T12:37Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/28942/-1
2,2024-02-02T10:48:00-FLR-001,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-02-02T10:48Z,2024-02-02T10:57Z,2024-02-02T11:03Z,C5.6,S19E56,13571.0,,[{'activityID': '2024-02-02T11:24:00-CME-001'}],2024-02-03T22:09Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/28969/-1
3,2024-02-02T15:25:00-FLR-001,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-02-02T15:25Z,2024-02-02T15:34Z,2024-02-02T15:39Z,C3.0,S19E53,13571.0,,[{'activityID': '2024-02-02T17:09:00-CME-001'}],2024-02-03T21:54Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/28965/-1
4,2024-02-02T16:22:00-FLR-001,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-02-02T16:22Z,2024-02-02T16:32Z,2024-02-02T16:38Z,C3.1,S20E55,13571.0,,[{'activityID': '2024-02-02T17:09:00-CME-001'}],2024-02-03T21:54Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/28966/-1
5,2024-02-04T11:40:00-FLR-001,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-02-04T11:40Z,2024-02-04T11:53Z,2024-02-04T12:08Z,M1.4,S17E79,13576.0,,,2024-02-04T14:34Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/28978/-1
6,2024-02-04T16:22:00-FLR-001,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-02-04T16:22Z,2024-02-04T16:38Z,2024-02-04T16:46Z,M1.5,S17E75,13576.0,,,2024-02-04T17:50Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/28981/-1
7,2024-02-04T17:05:00-FLR-001,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-02-04T17:05Z,2024-02-04T17:12Z,2024-02-04T17:19Z,M1.3,S17E74,13576.0,,,2024-02-04T17:52Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/28982/-1
8,2024-02-04T18:16:00-FLR-001,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-02-04T18:16Z,2024-02-04T18:29Z,2024-02-04T18:43Z,M1.1,S18E73,13576.0,,,2024-02-04T19:10Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/28983/-1
9,2024-02-04T20:52:00-FLR-001,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2024-02-04T20:52Z,2024-02-04T20:57Z,2024-02-04T21:01Z,M1.2,S19E85,13576.0,,,2024-02-04T21:27Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/28984/-1
